chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk8060 我在你那里租了一个电池然后他跟我车上的插头不对我现在能不能退电池把钱退回来
chunk914 工作人员找说我上次的时候在小区停下的时候我回老家了八、去年八月十五日他找不到怎么就把电池给拿走了那这次他不拿直接给我弄一个
chunk1471 麻烦我退电他怎么他说已离线是什么意思但是我啥这他有三个柜是空的
chunk5131 我现在是在深圳这边租的电池然后可能有时候会去东莞那边东莞那边可以换电吗深圳这边的电池
chunk6140 我是在你这里办的套餐呢然后我现在我转给我同事
chunk7732 我这电动车充电我第一次搞没搞上来我问你提供一下子我要怎么操作
chunk3441 我充电器它的功率是两百八十八瓦那怎么在你那边充电也显示呀三百八怎么回事
chunk8015 我把电池寄存后寄存天数没有变但是上次我用的时候他怎么少了几天呢
chunk3947 我换电的时候怎么它显示换电失败请关闭打开的箱门
chunk1036 我电池然后放进去就不就没事了吗我免押的不是就还电还电退了一个电池
chunk4366 我在换电柜这边我一个电池在这儿充下电呢麻烦你打开一个柜子我把柜子编号报给你好吧
chunk4235 我昨天冲了一个电瓶能退吗
chunk3357 这锂换电现在是两种套餐是吧
chunk2763 电池存进去没打开
chunk2497 我换一下那个电池我要三十安的不要这五十安的刚放进去你给看一下就这个手机号码给我开个柜子
chunk2692 刚刚电池误放误出了一个格口
chunk4278 我要换电然后它大门锁了
chunk3563 这换电了它怎么出现了一个预授权转支付的嘞
chunk2793 我现在用的是六十伏的三十安的套餐我能不能升级成MAX套餐
chunk1635 我看充电的这个电柜它有maxmax是不是那电池大一点还是怎么回事
chunk6710 你这锂换电到底怎么回事早上的话是一号一号柜打不开现在是二号柜打不开
chunk3267 我电池不小心关进去拿不出来了
chunk1719 我刚存电已经放进去了放到二号柜子里面去他为什么后来发了个信息说过来还没有退电没有成功
chunk1276 这锂换电他广东、广东惠州惠通这边没有吗
chunk7195 换电的话要跨省的话可以不
chunk6905 我想寄存一下怎么寄存扫不了呀操作不了
chunk24 我这里登不上去
chunk8278 我二十八号做了支付宝押金然后到现在怎么还在呀
chunk4075 我刚换电柜把电池放进去他门也不开电池也出不来
chunk6863 我这电池放进去换不电了他45号箱门放进电池不显示
chunk1128 你看你你能你那边能帮忙查一下我号有没有扫免押码跟拉新码
chunk5888 我要寄存电池我看电池我看这几个电柜只有一个空箱剩下的几个都是禁用啥意思
chunk4772 你看我电池现在怎么离线了呀我都没有动他自己就离线了
chunk7913 我定金能退吗
chunk6855 我的咋入柜呀我要是扫码的话它不是我的他能入了柜吗
chunk2264 是在北京马甸桥这儿我看有咱充电柜充电是按什么收费的
chunk6353 我换电我把电池放进去了然后他没出来
chunk392 我电瓶已经退了我不是压了七天吗我已经退了是吧
chunk2218 我给他摊上以后178
chunk8063 所有的电压跟电控都坏了都不好用电瓶都换不了了咱是不是不想干了
chunk5837 刚我打电话过去的时候说电池用不了嘛然后现在他让我拿回来把电池放到电池柜里面我现在放进去了
chunk396 那就现在对我来说就没什么影响如果我现在因为是电池到期了我不用了嘛我就还掉了嘛但是我没有按照正常步骤还电池嘛我直接我把新人邀请过来他不是电池取出来刚好电池柜门开着的我就把我的直接放进去了嘛
chunk2398 你们这个电池端口到底咋回事啊
chunk2419 我那个电池放在柜里面它没有反应是怎么回事
chunk3310 我电池已经还掉了我要把账号重新注销掉要重新弄一个他什么押金审核中怎么要这么长时间本来就没有押金呢
chunk5453 帮我查一下我账号他怎么老是审核呀我想购买电瓶套餐也买不了一直说审核
chunk910 这里的柜子我想挪一下个位置挪出来一点挪出来一点的话我一挪不动那电池能不能帮我全部打开一下打开就等一下我给你放进去
chunk1763 这锂换电在杭州的在苏州这边是不能用吗在苏州的它是苏锡常都能用吗
chunk3297 我APP上面什么押金退款审核中是你们这边弄的还是当地这边弄的我怎么打到你这边当次用当地又说不能弄的呀
chunk1114 我的电池才租了一个星期那我如果我退电池的时候那剩下的会不会不会退的
chunk1361 为什么为什么我换电他
chunk6415 我昨天扫码然后弹出来一个电池我就把它放进去了我的柜门又关上了我现在扫不开了怎么弄
chunk6993 我这是支付宝里面产生一个逾期的项目是你们这锂换电这里的一个守约项目但我五百块钱我去想付他又付不了然后就卡在这儿了然后导致我现在一直现在逾期他动不了
chunk5179 转换头我从哪里领取
chunk6697 这里的数据线怎么换线怎么选
chunk6472 我的西安正法向这块儿有没有这锂换电的改装电池的点位
chunk1686 拉新用户他的中间间隔那个人没有使用账号如果使用过电池是不是要间隔一百八十天之内才可以再次拉新用户
chunk6814 我想退两块电池麻烦帮开一下柜儿
chunk7574 那我寄存十八那时候那时候剩一十天
chunk2080 这个箱子的号码是吧好像是二号我都有点不记得因为第一次换我看他打开我就推进去了
chunk3443 我不是max的电池吗
chunk5111 我刚才退电什么退款是显示是0是什么意思呀退押金
chunk4658 我查了你们陵西总共就5个点我已经扫了3个了你都没有线那另外两个提示还没线的话那我应该怎么办
chunk5303 在青岛市区那边有换电我也给它存了然后我在黄岛这边想用能给再转换一下吗
chunk1064 我早上起来在这充电呢然后充了四个小时之后它就显示有故障然后钱也不退我不知道是咋回事儿
chunk3886 换电站的站点是不是全国都有
chunk5558 老电瓶用不了推着走
chunk1944 我取线材的时候好像卡在里面了拿不出来
chunk7850 我押金我明是交了三百五十块的押金你们我退电为什么上面就不显示免押金呢还什么都没有了
chunk3792 电池换掉了
chunk190 我扫地怎么扫不出来了
chunk103 你可以查一下我九点刚买的九点十四买的套餐之前还有十三个小时
chunk2877 我这边是门店最近开电池骑的比较多我不知道是谁的了你帮我开个窗我把电池退掉
chunk4072 但是我点开看的时候我看上面是还可以用电池还有多少天这等于我一个月没有交对不对
chunk7411 今天退电然后他放回去了但是他没有退电成功然后现在打不开了
chunk2034 我刚换了个电池给他放到箱子里面之后他没开箱你帮我看一下
chunk8168 我电动车充了好几次电剩下的钱就没有返到余额里面这是怎么回事呀
chunk7483 刚租了一个电池转接头在哪里拿
chunk1190 你这刚才不是上给我打电话找个电话你说的小子没联系我怎么还没有联系到
chunk3631 我在这换电怎么他换电柜还要连我个蓝牙然后连接它给示连接失败我换不了电怎么办
chunk2274 我电池放进去它没反应
chunk976 我账号这些用户没有吗
chunk7072 我刚不小心把转接头换掉的时候把它放进去了你可以帮我开一下柜子吗
chunk4098 等于在我们跟车搁一块了在那存车处了但是家里人他也不会骑电动车
chunk5392 换电失败是什么原因
chunk1564 我要重新扫码换电超时了
chunk135 我是第一次使用咱们东西然后呢线材我刚才申领了然后这线材怎么使用不太会
chunk6834 您帮我换个电池因为我这边下大雨我手机套着防水袋扫摄像头扫不清楚
chunk6696 我刚听你们的说的说到仙林悦城南门我要到换电柜门口换电柜这里了
chunk7925 你看一下17811565877
chunk896 这两个多月前呢我操我买了一个六十天的套餐但我一天也没用我当时寄存可能点错位置了吧就现在费用就浪费掉了我的意思看能不能补偿一下
chunk4209 今天电池跟昨天一样情况放到电池柜里面检测不到电池
chunk0 我电池你们帮我看一下它欠压保护怎么解除
chunk2310 这锂换电我不是第一次换嘛然后我现在也没买套餐但是我现在需要你上面不是有一个免费的转接口的吗
chunk8045 我这边有个套餐刚我续费了这边的话刚好还到那边我能把它退了吗现在到时候再重新提交买可以吧
chunk4881 我现在我人在安徽然后我定位是安徽我想过两天去杭州然后我位置改不了吗
chunk968 我刚才换手机电池的时候和一个人同时说的现在我找不到找不出电池了不知道为什么
chunk7108 我这锂换电以前是免押金的呀怎么昨天晚上扣掉我五百块钱是什么情况
chunk6898 我这电池多扣钱了呀我找谁呀
chunk8 我套餐我回家之前不是寄存了嘛然后这边好像取不出来的
chunk1039 这里是这锂换电客服吗
chunk7755 我这边之前用了我弟的账号登着然后换电了他手机卡突然他不用了他扔掉了我也不知道
chunk2339 我刚才扫了个码我那个电池放里面了关掉了他电池门没开放进去了
chunk6241 我刚打过电话了你们到底处不处理嘛
chunk5547 我附加新城就剩下两块电池了都不够换呢
chunk3163 我的电池换不回去了因为我买的套餐是最大的电池我普通的六十伏我放进去换不出来人工可以开一下吗
chunk4788 我这里有换电有没有可以换的我这里没电了
chunk8144 我跟你们电动车充电就连续这几次扫了两次了都是付完钱充了一会儿然后他自己停了充电器什么的连接都好的再重新扫码再重新充电它就好了又能充了
chunk938 说能不能先临时帮我把电池帮我调为六十的我现在车我现在车用不了四十吧
chunk1070 你帮我看一下电柜吧你帮我开下电柜嘛对电柜我是注册地我是说第一次在广州然后我在深圳这边开电柜电柜就打不开这电池就换不了
chunk2048 我现在正充着电呢为什么这次我这功率这么不稳定一会儿二百多瓦一会儿一百多瓦一会四百多瓦这怎么回事
chunk1106 我这边我这边套餐能不能解冻冻结一下
chunk5726 我刚才这锂换电交了五百块钱押金然后选择套餐的话他怎么上次显示叫我退押金我选择了套餐那是什么原因呢
